"ID","Recency","Frequency","Monetary","Time","Churn"
200,0.633333333333333,7,27.8814285714286,17.9333333333333,0
201,17.9333333333333,1,14.96,17.9333333333333,0
202,4.3,5,39.306,17.7666666666667,0
203,4.36666666666667,4,12.55,17.9333333333333,0
204,6.33333333333333,5,31.884,17.9333333333333,0
205,16.5333333333333,4,34.3125,17.9333333333333,0
206,17.9333333333333,1,28.99,17.9333333333333,0
207,17.9333333333333,1,27.94,17.9333333333333,0
208,17.9333333333333,1,30.54,17.9333333333333,0
209,17.9333333333333,1,52.63,17.9333333333333,0
210,17.9333333333333,1,16.99,17.9333333333333,0
211,14.4,2,28.37,17.8666666666667,0
212,11.6333333333333,7,26.7014285714286,17.9333333333333,0
213,17.0333333333333,1,13.77,17.0333333333333,0
214,17.9333333333333,1,36.75,17.9333333333333,0
215,17.5666666666667,2,28.245,17.9333333333333,0
216,13.2,2,27.545,17.0666666666667,0
217,8.03333333333333,2,38.085,17.9333333333333,0
218,17.3333333333333,2,89.775,17.8,0
219,17.9333333333333,1,27.77,17.9333333333333,0
220,17.9,1,21.54,17.9,0
221,16.2666666666667,3,16.7466666666667,17.9,0
222,17.8,1,43.53,17.8,0
223,10.6666666666667,3,20.1433333333333,17.9,0
224,17.9,1,28.35,17.9,0
225,17.9,1,10.77,17.9,0
226,13.7,2,35.915,17.9,0
227,17.9,1,12.99,17.9,0
228,17.3333333333333,1,9.98,17.3333333333333,0
229,17.8333333333333,2,58.615,17.9,0
230,17.9,1,14.37,17.9,0
231,17.9,1,59.97,17.9,0
232,0.133333333333333,14,57.9164285714286,17.9,1
233,8.43333333333333,3,27.1,17.8,0
234,17.9,1,31.98,17.9,0
235,0.566666666666667,2,47.705,17.9,0
236,8.26666666666667,6,33.6783333333333,16.2333333333333,1
237,17.9,1,14.96,17.9,0
238,6.83333333333333,4,18.35,17.9,0
239,3.16666666666667,2,19.97,17.9,0
240,2.46666666666667,6,31.4966666666667,17.9,0
241,11.4666666666667,2,21.865,17.8666666666667,0
242,17.8666666666667,1,21.77,17.8666666666667,0
243,17.8666666666667,1,11.77,17.8666666666667,0
244,17.8666666666667,1,69.29,17.8666666666667,0
245,3.36666666666667,6,85.1866666666667,17.8333333333333,0
246,17.8666666666667,1,11.77,17.8666666666667,0
247,17.8666666666667,1,24.54,17.8666666666667,0
248,15.2,3,17.4866666666667,17.8666666666667,0
249,12.5,2,33.42,17.3666666666667,0
250,17.8666666666667,1,0,17.8666666666667,0
251,17.4,2,18.47,17.8666666666667,0
252,17.4333333333333,2,16.255,17.8666666666667,0
253,17.8,1,14.37,17.8,0
254,1.13333333333333,4,23.445,17.8666666666667,0
255,1.66666666666667,3,50.9366666666667,17.8666666666667,0
256,0.3,8,30.61125,17.8666666666667,1
257,17.8666666666667,1,29.92,17.8666666666667,0
258,17.8666666666667,1,35.31,17.8666666666667,0
259,17.8666666666667,1,11.77,17.8666666666667,0
260,17.8666666666667,1,5.78,17.8666666666667,0
261,17.8666666666667,1,15.96,17.8666666666667,0
262,17.8666666666667,1,16.7,17.8666666666667,0
263,17.8666666666667,1,14.37,17.8666666666667,0
264,17.8666666666667,1,58.85,17.8666666666667,0
265,4.66666666666667,6,19.2733333333333,17.8666666666667,0
266,3.4,6,23.12,17.8666666666667,1
267,16.6333333333333,7,141.468571428571,17.8333333333333,0
268,17.8333333333333,1,10.77,17.8333333333333,0
269,17.8333333333333,1,78.2,17.8333333333333,0
270,12.2333333333333,3,33.9333333333333,17.8333333333333,0
271,7.3,3,28.1433333333333,17.4,0
272,17.8333333333333,1,19.99,17.8333333333333,0
273,17.4,2,28.525,17.8333333333333,0
274,8.86666666666667,4,28.4075,17.8333333333333,0
275,17.8333333333333,1,14.96,17.8333333333333,0
276,17.6333333333333,1,14.37,17.6333333333333,0
277,17.8333333333333,1,27.13,17.8333333333333,0
278,2.86666666666667,3,14.44,17.8333333333333,0
279,17.8333333333333,1,4.99,17.8333333333333,0
280,7.7,4,76.365,17.8333333333333,0
281,17.8333333333333,1,11.77,17.8333333333333,0
282,5.26666666666667,7,29.8057142857143,17.8333333333333,0
283,17.8333333333333,1,59.54,17.8333333333333,0
284,17.8333333333333,1,16.7,17.8333333333333,0
285,16.4666666666667,2,42.62,17.8333333333333,0
286,17.7666666666667,1,19.28,17.7666666666667,0
287,11.2333333333333,4,18.8025,17.2666666666667,0
288,11.1666666666667,3,39.4533333333333,17.8333333333333,0
289,17.8333333333333,1,26.14,17.8333333333333,0
290,4.2,3,62.2166666666667,17.8333333333333,0
291,17.8333333333333,1,47.48,17.8333333333333,0
292,12.1333333333333,4,19.3475,17.8,0
293,17.8333333333333,1,166.75,17.8333333333333,0
294,17.8,2,11.77,17.8333333333333,0
295,3.36666666666667,5,16.436,17.8333333333333,0
296,7.4,5,23.244,17.8,0
297,16.5,2,67.855,17.8333333333333,0
298,5.6,17,15.1617647058824,17.8,1
299,17.8,1,31.97,17.8,0
300,0.4,25,20.6932,16.3333333333333,1
301,17.8,1,15.36,17.8,0
302,17.8,1,14.79,17.8,0
303,17.8,1,18.36,17.8,0
304,17.8,1,14.37,17.8,0
305,4.6,4,25.7175,17.5666666666667,0
306,13.2666666666667,4,80.49,17.8,0
307,10.1333333333333,4,19.155,17.8,0
308,17.1,2,35.025,17.8,0
309,17.8,1,40.11,17.8,0
310,17.8,1,0,17.8,0
311,1.83333333333333,4,89.2,17.6666666666667,0
312,3.2,10,41.581,17.8,1
313,17.8,1,30.72,17.8,0
314,3.26666666666667,15,25.1533333333333,17.8,1
315,17.8,1,26.94,17.8,0
316,9.53333333333333,3,66.45,17.8,0
317,17.7,2,18.055,17.8,0
318,8.93333333333333,2,47.22,15.7,0
319,17.8,1,29.73,17.8,0
320,17.7666666666667,1,126.9,17.7666666666667,0
321,4.06666666666667,5,36.16,17.8,0
322,17.8,1,20.99,17.8,0
323,17.8,1,12.77,17.8,0
324,14.7666666666667,3,13.51,17.2333333333333,0
325,17.7666666666667,1,38.13,17.7666666666667,0
326,9.73333333333333,4,32.555,17.7666666666667,0
327,9.3,2,18.735,17.7666666666667,0
328,0.6,3,36.32,17.7666666666667,0
329,17.7666666666667,1,23.99,17.7666666666667,0
330,3.4,3,13.41,17.7666666666667,0
331,17.7333333333333,1,57.51,17.7333333333333,0
332,17.7666666666667,1,13.97,17.7666666666667,0
333,15.6666666666667,2,47.655,17.7333333333333,0
334,17.7666666666667,1,15.36,17.7666666666667,0
335,17.7666666666667,1,11.77,17.7666666666667,0
336,16.7666666666667,6,46.6966666666667,17.7666666666667,0
337,17.7666666666667,1,14.37,17.7666666666667,0
338,1.7,6,44.44,17.7666666666667,1
339,17.7666666666667,1,51.15,17.7666666666667,0
340,3.8,5,110.2,17.7666666666667,0
341,17.7666666666667,1,14.7,17.7666666666667,0
342,17.5,1,37.98,17.5,0
343,7.86666666666667,6,76.985,15.6333333333333,0
344,17.7666666666667,1,28.74,17.7666666666667,0
345,8.9,3,24.1066666666667,17.7666666666667,0
346,17.7666666666667,1,52.27,17.7666666666667,0
347,6.83333333333333,4,29.2225,17.7666666666667,0
348,0.0333333333333333,2,13.62,17.7666666666667,0
349,0.333333333333333,12,30.5458333333333,17.7333333333333,0
350,1.76666666666667,4,36.21,17.7666666666667,0
351,2.16666666666667,35,29.222,17.7333333333333,1
352,17.7333333333333,1,23.99,17.7333333333333,0
353,12.3666666666667,4,26.9975,17.4,0
354,17.7333333333333,1,19.97,17.7333333333333,0
355,17.7333333333333,1,12.7,17.7333333333333,0
356,17.7333333333333,1,39.96,17.7333333333333,0
357,8.73333333333333,7,63.0514285714286,17.7333333333333,0
358,17.1333333333333,1,179.21,17.1333333333333,0
359,17.7333333333333,1,14.7,17.7333333333333,0
360,9.3,3,19.9,17,0
361,14.4333333333333,3,28.66,17.7333333333333,0
362,17.7333333333333,1,14.96,17.7333333333333,0
363,17.7333333333333,1,15.36,17.7333333333333,0
364,17.7333333333333,1,26.14,17.7333333333333,0
365,6.6,9,45.5,17.7333333333333,0
366,17.7333333333333,1,11.99,17.7333333333333,0
367,11.5,2,34.635,16.9,0
368,1.56666666666667,5,11.946,17.7333333333333,0
369,3.46666666666667,3,10.9866666666667,17.7333333333333,0
370,7.4,4,23.3975,17.7,0
371,17.7333333333333,1,30.13,17.7333333333333,0
372,17.7333333333333,1,19.99,17.7333333333333,0
373,17.7333333333333,1,27.99,17.7333333333333,0
374,17.7333333333333,1,29.98,17.7333333333333,0
375,17.5333333333333,1,10.97,17.5333333333333,0
376,17.7,1,21.98,17.7,0
377,2.9,4,55.2625,17.5,0
378,17.7,1,39.3,17.7,0
379,17.7,1,15.36,17.7,0
380,12.4333333333333,2,5.79,17.7,0
381,17.7,1,17.9,17.7,0
382,12.4333333333333,3,95.4633333333333,17.7,0
383,15.4666666666667,2,21.05,17.7,0
384,17.7,1,7.98,17.7,0
385,17.7,1,11.56,17.7,0
386,17.7,1,41.9,17.7,0
387,17,1,58.47,17,0
388,17.7,1,44.12,17.7,0
389,17.7,1,9.99,17.7,0
390,17.1,2,144.83,17.7,0
391,12.1666666666667,3,32.14,17.7,0
392,17.7,1,15.36,17.7,0
393,17.7,1,17.36,17.7,0
394,17.7,1,19.99,17.7,0
395,17.7,1,7.78,17.7,0
396,15.2333333333333,3,14.8433333333333,17.7,0
397,9.1,6,42.2833333333333,17.7,0
398,17.7,1,15.96,17.7,0
399,4.43333333333333,6,26.8683333333333,17.6666666666667,1
400,17.6666666666667,1,18.77,17.6666666666667,0
401,3.8,3,20.1966666666667,17.6666666666667,0
402,3.3,2,15.13,17.6666666666667,0
403,17.6666666666667,1,14.37,17.6666666666667,0
404,17.6666666666667,1,11.77,17.6666666666667,0
405,0.3,8,44.57625,15.9,1
406,17.6666666666667,1,14.37,17.6666666666667,0
407,17.6666666666667,1,12.97,17.6666666666667,0
408,3.2,5,18.914,17.6666666666667,0
409,15.2333333333333,2,20.76,17.6666666666667,0
410,12.5333333333333,2,12.745,17.6666666666667,0
411,17.6666666666667,1,15.36,17.6666666666667,0
412,12.2,3,89.6133333333333,17.1,0
413,17.6333333333333,1,42.73,17.6333333333333,0
414,17.6666666666667,1,20,17.6666666666667,0
415,17.6666666666667,1,14.99,17.6666666666667,0
416,0.2,22,28.3745454545455,17.6666666666667,1
417,16.1333333333333,1,14.99,16.1333333333333,0
418,17.6666666666667,1,13.97,17.6666666666667,0
419,17.6666666666667,1,43.69,17.6666666666667,0
420,5.26666666666667,9,24.6577777777778,17.6666666666667,1
421,17.6666666666667,1,14.37,17.6666666666667,0
422,17.6666666666667,1,30.73,17.6666666666667,0
423,17.6333333333333,1,15.36,17.6333333333333,0
424,17.6,1,10.77,17.6,0
425,17.6333333333333,1,15.36,17.6333333333333,0
426,11.6,2,102.5,17.6333333333333,0
427,16.6,3,24.4833333333333,17.6333333333333,0
428,6.6,2,36.14,17.6333333333333,0
429,12.6666666666667,4,17.2175,17.6333333333333,0
430,15.7666666666667,2,32.485,17.6333333333333,0
431,17.6333333333333,1,19.54,17.6333333333333,0
432,17.6333333333333,1,23.54,17.6333333333333,0
433,17.5666666666667,1,18.56,17.5666666666667,0
434,12.5333333333333,3,14.3533333333333,17.6333333333333,0
435,17.6333333333333,1,20.75,17.6333333333333,0
436,2.33333333333333,13,44.4630769230769,17.6333333333333,1
437,4.63333333333333,3,18.4433333333333,17.6333333333333,0
438,17.6333333333333,1,11.77,17.6333333333333,0
439,13.9333333333333,3,33.7233333333333,17.6333333333333,0
440,0.666666666666667,3,22.55,17.6333333333333,0
441,17.6333333333333,1,44.29,17.6333333333333,0
442,17.6333333333333,1,55.04,17.6333333333333,0
443,1.43333333333333,5,26.108,17.6333333333333,1
444,17.6333333333333,1,56.66,17.6333333333333,0
445,6,5,86.348,17.6333333333333,0
446,17.6333333333333,1,73.13,17.6333333333333,0
447,7.63333333333333,2,27.35,17.6333333333333,0
448,17.4,1,25.74,17.4,0
449,17.6,1,26.74,17.6,0
450,4.03333333333333,2,20.63,17.6,0
451,7.03333333333333,2,35.17,17.6,0
452,17.6,1,16.9,17.6,0
453,6.9,4,43.3825,17.6,0
454,13,3,36.38,17.6,0
455,1.86666666666667,6,24.3716666666667,17.6,0
456,17.6,1,12.49,17.6,0
457,17.6,1,36.73,17.6,0
458,4.16666666666667,4,54.3725,16.4,0
459,16.5666666666667,2,25.35,17.6,0
460,0.8,7,37.8614285714286,17.6,1
461,17.6,1,15.36,17.6,0
462,17.6,1,15.36,17.6,0
463,8.46666666666667,2,40.595,17.6,0
464,17.6,1,11.77,17.6,0
465,17.6,1,49.87,17.6,0
466,2.1,3,40.6633333333333,17.6,0
467,17.6,1,9.77,17.6,0
468,17.6,1,39.98,17.6,0
469,12.8333333333333,2,12.77,16.2666666666667,0
470,17.6,1,58.89,17.6,0
471,17.6,1,31.52,17.6,0
472,13.3666666666667,2,25.065,17.6,0
473,11.5,3,93.0566666666667,17.6,0
474,0.633333333333333,11,25.3,17.6,1
475,17.6,1,13.97,17.6,0
476,4.2,5,11.242,17.3666666666667,1
477,17.6,1,65.97,17.6,0
478,0.9,8,21.745,17.5666666666667,1
479,17.5666666666667,1,14.99,17.5666666666667,0
480,17.0666666666667,2,31.665,17.5666666666667,0
481,17.5666666666667,1,14.96,17.5666666666667,0
482,15.7333333333333,2,49.51,17.5666666666667,0
483,8.76666666666667,3,95.5233333333333,17.5666666666667,0
484,13.6,2,18.755,17.5666666666667,0
485,15,3,44.92,17.5666666666667,0
486,11.2333333333333,2,22.545,17.5666666666667,0
487,17.5666666666667,1,29.92,17.5666666666667,0
488,3.46666666666667,14,50.3064285714286,17.5666666666667,1
489,14.0333333333333,5,19.214,17.5666666666667,0
490,17.5666666666667,1,23.73,17.5666666666667,0
491,17.5666666666667,1,76.23,17.5666666666667,0
492,17.5666666666667,1,43.89,17.5666666666667,0
493,0.9,12,20.5575,17.5666666666667,1
494,17.5666666666667,1,59.25,17.5666666666667,0
495,16.7666666666667,1,15.96,16.7666666666667,0
496,15.5666666666667,2,43.7,17.5666666666667,0
497,7.3,3,14.8533333333333,17.1333333333333,0
498,6.1,4,38.39,17.5666666666667,0
499,17.5666666666667,1,23.96,17.5666666666667,0
500,1.03333333333333,4,39.315,17.5666666666667,0
501,10.2,2,33.905,17.5666666666667,0
502,8.7,2,30.94,17.5666666666667,0
503,7.5,7,19.6857142857143,17.5666666666667,0
504,17.3666666666667,1,38.71,17.3666666666667,0
505,1.43333333333333,2,53.16,17.5666666666667,0
506,6.9,3,27.04,17.5666666666667,0
507,16.4,1,32.33,16.4,0
508,17.5666666666667,1,40.73,17.5666666666667,0
509,17.5666666666667,1,9.98,17.5666666666667,0
510,3.5,4,24.93,17.2333333333333,0
511,2.43333333333333,4,28.89,17.5666666666667,0
512,17.5666666666667,1,30.86,17.5666666666667,0
513,17.5666666666667,1,34.31,17.5666666666667,0
514,4.06666666666667,7,29.4442857142857,17.5666666666667,0
515,8.3,3,13.6566666666667,17.5666666666667,0
516,4.03333333333333,5,50.946,17.5333333333333,1
517,3.03333333333333,3,81.7166666666667,17.5333333333333,0
518,17.5333333333333,1,14.96,17.5333333333333,0
519,15.5333333333333,2,11.98,17.5333333333333,0
520,17.5333333333333,1,13.97,17.5333333333333,0
521,9.8,14,41.5635714285714,17.5333333333333,0
522,17.5333333333333,1,13.97,17.5333333333333,0
523,15.4333333333333,6,34.0433333333333,17.5333333333333,0
524,17.5333333333333,1,21.99,17.5333333333333,0
525,11.8666666666667,13,25.3738461538462,17.4333333333333,0
526,17.5333333333333,1,9.98,17.5333333333333,0
527,4.8,4,38.1425,17.1,0
528,17.1,1,12.99,17.1,0
529,8.33333333333333,2,70.205,17.5333333333333,0
530,3.33333333333333,8,24.92375,17.5333333333333,1
531,3.4,2,16.675,17.5333333333333,0
532,6.9,5,26.982,17.5333333333333,0
533,17.5333333333333,1,12.49,17.5333333333333,0
534,6.33333333333333,3,10.65,17.5333333333333,0
535,17.0333333333333,2,23.04,17.5333333333333,0
536,17.5,1,65.34,17.5,0
537,17.5333333333333,1,41.98,17.5333333333333,0
538,17.5333333333333,1,60.64,17.5333333333333,0
539,0.133333333333333,11,40.5509090909091,17.5333333333333,1
540,16.2333333333333,4,34.62,17.5333333333333,0
541,17.5333333333333,1,74.97,17.5333333333333,0
542,17.5333333333333,1,14.96,17.5333333333333,0
543,17.5333333333333,1,39.98,17.5333333333333,0
544,6.6,5,68.26,17.5,0
545,15.0666666666667,3,67.4366666666667,17.2,0
546,17.5,1,18.75,17.5,0
547,5.03333333333333,24,80.9825,17.5,1
548,17.5,1,13.97,17.5,0
549,16.2666666666667,2,29.85,17.5,0
550,0.166666666666667,12,29.0158333333333,17.4666666666667,1
551,17.5,1,49.97,17.5,0
552,15.6666666666667,2,24.81,17.5,0
553,17.5,1,35.76,17.5,0
554,17.4666666666667,1,11.77,17.4666666666667,0
555,17.5,1,11.77,17.5,0
556,0.433333333333333,3,19.5533333333333,17.5,0
557,6.03333333333333,7,33.04,17.5,1
558,17.5,1,14.77,17.5,0
559,4.16666666666667,3,27.1966666666667,17.5,0
560,17.5,1,34.98,17.5,0
561,0.733333333333333,16,19.89875,17.5,1
562,17.5,1,28.13,17.5,0
563,14.9,3,15.9066666666667,17.5,0
564,17.5,1,30.36,17.5,0
565,17.5,1,43.7,17.5,0
566,8.23333333333333,7,50.0485714285714,17.5,0
567,17.5,1,12.49,17.5,0
568,1.96666666666667,3,19.1833333333333,17.5,0
569,17.4666666666667,1,25.74,17.4666666666667,0
570,3.8,3,22.7833333333333,17.4666666666667,0
571,17.4666666666667,1,41.5,17.4666666666667,0
572,16.4,2,34.21,17.4666666666667,0
573,5,5,108.42,17.4666666666667,1
574,17.4666666666667,1,11.77,17.4666666666667,0
575,17.4666666666667,1,9.77,17.4666666666667,0
576,17.4666666666667,1,141.85,17.4666666666667,0
577,17.4333333333333,2,15.365,17.4666666666667,0
578,8.2,5,35.48,17.2333333333333,0
579,17.4666666666667,1,202.58,17.4666666666667,0
580,1.96666666666667,10,32.553,17.4666666666667,1
581,17.4666666666667,1,35.91,17.4666666666667,0
582,12.2333333333333,3,132.2,17.4666666666667,0
583,17.4666666666667,1,14.37,17.4666666666667,0
584,17.4666666666667,1,29.16,17.4666666666667,0
585,17.4666666666667,1,23.14,17.4666666666667,0
586,17.4666666666667,1,13.97,17.4666666666667,0
587,16.9333333333333,1,119.55,16.9333333333333,0
588,12.3333333333333,2,70.95,17.4666666666667,0
589,9.03333333333333,3,42.72,16.6333333333333,0
590,0.0666666666666667,20,39.626,17.4666666666667,1
591,17.4666666666667,1,15.76,17.4666666666667,0
